label,top1,top2,top5
卤猪耳朵,0.7391304347826086,0.8043478260869565,0.9130434782608695
地三鲜,0.8421052631578947,0.9263157894736842,0.9789473684210527
肉夹馍,0.9743589743589743,1.0,1.0
西兰花炒肉,1.0,1.0,1.0
银耳汤,0.8979591836734694,0.9183673469387755,1.0
蚝油杏鲍菇,0.8947368421052632,1.0,1.0
牛肉干,0.6666666666666666,0.8703703703703703,0.9814814814814815
奶茶,0.64,0.76,0.84
煎蛋,0.8095238095238095,0.8333333333333334,0.9285714285714286
榴莲,0.9361702127659575,0.9574468085106383,1.0
山楂,0.9354838709677419,0.967741935483871,1.0
菠萝,0.9361702127659575,0.9574468085106383,0.9787234042553191
馕,0.7931034482758621,0.9310344827586207,0.9310344827586207
虎皮青椒,0.8888888888888888,0.9629629629629629,0.9876543209876543
杭椒牛柳,0.6666666666666666,0.9333333333333333,1.0
蛋羹,0.8275862068965517,0.8735632183908046,0.9770114942528736
烤鱿鱼,0.8260869565217391,0.9130434782608695,1.0
水果茶,0.78,0.96,0.98
柠檬,0.4098360655737705,0.8524590163934426,0.9344262295081968
炒苦瓜,0.9459459459459459,0.972972972972973,1.0
泡椒凤爪,0.935064935064935,0.974025974025974,0.974025974025974
鲷鱼烧,0.8421052631578947,0.8947368421052632,0.9824561403508771
春卷,0.9259259259259259,0.9555555555555556,0.9777777777777777
牛奶,0.17391304347826086,0.6086956521739131,0.8260869565217391
榴莲千层蛋糕,0.7843137254901961,0.9607843137254902,0.9803921568627451
酸辣土豆丝盖饭,0.6666666666666666,0.7333333333333333,0.9333333333333333
青椒肉丝,0.7586206896551724,0.9310344827586207,0.9655172413793104
凉拌西红柿,0.6216216216216216,0.7027027027027027,0.8918918918918919
西芹百合,0.7857142857142857,0.9642857142857143,1.0
糖醋蒜,0.868421052631579,0.9473684210526315,0.9736842105263158
稻荷寿司,0.7666666666666667,0.9333333333333333,0.9666666666666667
啤酒鸭,0.13636363636363635,0.7159090909090909,0.9204545454545454
水煮肉片,0.8024691358024691,0.8641975308641975,0.9382716049382716
烧麦,0.8736842105263158,0.9368421052631579,0.9789473684210527
啤酒,0.7142857142857143,0.8,0.9714285714285714
三明治,0.9433962264150944,0.9811320754716981,0.9811320754716981
柚子,0.9296875,0.984375,1.0
果汁,0.9117647058823529,0.9558823529411765,0.9852941176470589
烤鸡翅,0.7971014492753623,0.9057971014492754,0.927536231884058
芒果,0.5357142857142857,0.8035714285714286,0.8928571428571429
香菇炒肉,0.5945945945945946,0.7027027027027027,0.918918918918919
香肠,0.9137931034482759,0.9741379310344828,0.9827586206896551
肉末茄子,0.6511627906976745,0.8837209302325582,0.9767441860465116
甜虾刺身,0.8571428571428571,0.9714285714285714,0.9714285714285714
宫保鸡丁,0.8526315789473684,0.9368421052631579,0.9894736842105263
红毛丹,1.0,1.0,1.0
炒南瓜,0.6785714285714286,0.8571428571428571,0.9285714285714286
沙拉,0.91796875,0.953125,0.9765625
松仁玉米,0.8333333333333334,0.9722222222222222,1.0
红枣,0.8958333333333334,0.9375,0.9583333333333334
椰子糕,0.7142857142857143,0.7619047619047619,0.9047619047619048
砂锅米线,0.5957446808510638,0.7659574468085106,0.8723404255319149
鸡鸭胗,0.8823529411764706,0.9411764705882353,1.0
炸鱼薯条,0.9193548387096774,0.9516129032258065,1.0
肥牛饭,0.7058823529411765,0.8823529411764706,0.9411764705882353
炸蚕蛹,0.9090909090909091,1.0,1.0
炒菠菜,0.7948717948717948,0.9487179487179487,1.0
炸馒头片,0.5416666666666666,0.75,0.7916666666666666
鲫鱼豆腐汤,0.9166666666666666,0.95,0.9666666666666667
金钱蛋,0.8064516129032258,0.967741935483871,1.0
手撕鸡,0.7346938775510204,0.8775510204081632,0.9591836734693877
臭豆腐,0.9146341463414634,0.9512195121951219,1.0
巧克力,0.5357142857142857,0.6428571428571429,0.8928571428571429
香菇青菜,0.9285714285714286,0.9761904761904762,1.0
鱼香肉丝盖饭,0.92,1.0,1.0
饺子,0.9438202247191011,0.9662921348314607,0.9775280898876404
花卷,0.9285714285714286,0.9910714285714286,1.0
卤肉饭,0.6987951807228916,0.8192771084337349,0.9397590361445783
